데이터기준일자,전화번호,대표자명,홈페이지주소,휴무일,공휴일운영종료시각,공휴일운영시작시각,주말운영종료시각,주말운영시작시각,평일운영종료시각,평일운영시작시각,수입차요금,레저용차요금,승합차요금,대형차요금,중형차요금,소형차요금,경차요금,전기승합자동차보유대수,전기승용자동차보유대수,승합차보유대수,승용차보유대수,자동차총보유대수,보유차고지수용능력,차고지지번주소,차고지도로명주소,경도,위도,소재지지번주소,소재지도로명주소,사업장구분,업체명,제공기관코드,제공기관명
2019-09-20,053-210-5230,배수경,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,6,57,63,100,"대구광역시 북구 노원로 139-6, 2층 주차장(노원동3가)","대구광역시 북구 노원로 139-6, 2층 주차장(노원동3가)",128.5756723094,35.8982231826,대구광역시 북구 노원동3가 34-11,"대구광역시 북구 노원로 139-6(5층,노원동3가)",주사업장,(주)에이치씨렌트카,6270000,대구광역시
2019-09-20,053-745-5550,박채은,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,2,65,67,100,"대구광역시 달서구 이곡서로 25, 5층(이곡동, 청우주차빌딩 옥상)","대구광역시 달서구 이곡서로 25, 5층(이곡동, 청우주차빌딩 옥상)",128.5415576493,35.8681675656,대구광역시 서구 중리동 292-15,대구광역시 서구 국채보상로 94(중리동),주사업장,㈜에이치렌트카,6270000,대구광역시
2019-09-20,053-751-8777,노안석,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,10,40,50,100,"대구광역시 수성구 범어동 1-9,17","대구광역시 수성구 범어동 1-9,17",128.6259138179,35.8665542229,대구광역시 수성구 범어동 1-9,대구광역시 수성구 국채보상로 872(범어동),주사업장,(주)아세아렌트카,6270000,대구광역시
2019-09-20,053-753-7773,남연조,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,6,95,101,100,대구광역시 동구 신천동 367-1,대구광역시 동구 신천동 367-1,128.683894,35.8531143405,대구광역시 수성구 가천동 476-7,대구광역시 수성구 고모로 132(가천동),주사업장,㈜신화오토렌탈,6270000,대구광역시
2019-09-20,053-741-6114,윤여균,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,6,68,74,100,대구광역시 달성군 현풍면 오산리 16-2,대구광역시 달성군 현풍면 오산리 16-2,128.6421705675,35.8942394001,대구광역시 동구 지저동 801-25,대구광역시 동구 공항로 277(지저동),주사업장,솔렌트카㈜,6270000,대구광역시
2019-09-20,053-582-6861,김칠석,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,2,60,62,100,대구광역시 달성군 논공읍 금포리 1641,대구광역시 달성군 논공읍 금포리 1641,128.5248879733,35.8387684124,대구광역시 달서구 장동 749,대구광역시 달서구 문화회관길 289-9(장동),주사업장,(주)세븐명차렌트카,6270000,대구광역시
2019-09-20,053-252-8533,최원수,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,9,88,97,100,대구광역시 동구 입석동 955,대구광역시 동구 입석동 955,128.592545,35.8622464687,"대구광역시 중구 남산동 654-1, 1동 301호(남산동, 반월당에스케이허브스카이)","대구광역시 중구 중앙대로 323,1동 301호(남산동, 반월당에스케이허브스카이)",주사업장,서현종합렌트카㈜,6270000,대구광역시
2019-09-20,053-474-7006,양용목,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,11,181,192,100,대구광역시 달성군 옥포면 김흥리 1518-26,대구광역시 달성군 옥포면 김흥리 1518-26,128.589367,35.8572104719,대구광역시 중구 남산동 2111-3,대구광역시 중구 남산로2길 118-1(남산동),주사업장,(주)새한글로벌렌트카,6270000,대구광역시
2019-09-20,053-524-7703,임형동,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,6,54,60,100,대구광역시 달성군 하빈면 동곡리 1042,대구광역시 달성군 하빈면 동곡리 1042,128.5387869930,35.8774092444,대구광역시 서구 이현동 42-35,대구광역시 서구 와룡로 489(이현동),주사업장,(주)삼천리렌트카,6270000,대구광역시
2019-09-20,053-311-9955,전대종,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,2,66,68,100,대구광역시 수성구 수성동1가 298-2,대구광역시 수성구 수성동1가 298-2,128.6099954528,35.8399217978,대구광역시 수성구 중동 602-18,대구광역시 수성구 청수로 4길 20(중동),주사업장,(주)삼보렌트카,6270000,대구광역시
2019-09-20,053-326-1000,최영호,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,8,191,199,100,"대구광역시 달성군 구지면 도동리 354-2,358-2","대구광역시 달성군 구지면 도동리 354-2,358-2",128.6511324389,35.8872102186,대구광역시 동구 검사동 990-25,대구광역시 동구 동촌로 86(검사동),주사업장,(주)브이아이피렌트카,6270000,대구광역시
2019-09-20,053-422-9590,이정림,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,0,82,82,100,"대구광역시 동구 첨단로8길 5 드림타워(5F, 신서동 1147-1)","대구광역시 동구 첨단로8길 5 드림타워(5F, 신서동 1147-1)",128.632643,35.8771905195,대구광역시 동구 효목동 393-19,"대구광역시 동구 효신로 62(효목동,1층)",주사업장,㈜시원렌트카,6270000,대구광역시
2019-09-20,053-653-3700,김승택,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,11,49,60,100,대구광역시 달서구 죽전동 280-3,대구광역시 달서구 죽전동 280-3,128.5785401970,35.8353468219,대구광역시 남구 대명동 509-2,"대구광역시 남구 대명남로 188, 3층 (대명동, 대건빌딩)",주사업장,(주)미스터렌트카,6270000,대구광역시
2019-09-20,053-523-0015,김승홍,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,13,157,170,100,"대구광역시 달성군 다사읍 서재리180,180-2","대구광역시 달성군 다사읍 서재리180,180-2",128.540195,35.851906,"대구광역시 달서구 죽전동 279-9, 3층","대구광역시 달서구 달구벌대로 1587(죽전동 279-9, 3층)",주사업장,미르렌트카㈜,6270000,대구광역시
2019-09-20,053-322-8088,함지민,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,3,83,86,100,대구광역시 동구 신천동 481-1번지외 16필지,대구광역시 동구 신천동 481-1번지외 16필지,128.632372,35.8776045133,대구광역시 동구 효목동 391,대구광역시 동구 동부로 182(효목동),주사업장,(주)마이카렌트,6270000,대구광역시
2019-09-20,053-639-4123,김영환,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,7,63,70,100,대구광역시 달서구 달구벌대로 1427(장기동),대구광역시 달서구 달구벌대로 1427(장기동),128.523471,35.8495323029,대구광역시 달서구 장기동 362-33,대구광역시 달서구 달구벌대로 1427(장기동),주사업장,(주)렌트카 엠,6270000,대구광역시
2019-08-26,02-3666-1888,김종일,,,,,,,20:00,8:00,,,,,,,,0,0,16,305,321,4420,,서울특별시 양천구 신정로 165,126.8429053,37.4945537,,서울특별시 구로구 경인로 20나길 17,주사업장,㈜스카이,3160000,서울특별시 구로구
2019-08-26,02-864-0307,이동욱,,,,,,,20:00,8:00,,,,,,,,0,0,6,50,56,921,서울특별시 금천구 가산동 34-83,서울특별시 금천구 가산동 34-83,126.885458,37.498507,,"서울특별시 구로구 구로중앙로 113, 2층",주사업장,㈜카렌트카,3160000,서울특별시 구로구
2019-08-26,02-853-8050,이필남,,,,,,,20:00,9:30,,,,,,,,0,0,19,75,94,1906,,서울특별시 영등포구 국회대로 22길 20,126.8924624,37.505517,,서울특별시 구로구 새말로18길 20-7,주사업장,㈜금미렌트카,3160000,서울특별시 구로구
2019-09-20,053-719-0405,박희정,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,0,37,37,100,경상북도 영천시 화룡동 88-3,경상북도 영천시 화룡동 88-3,128.6772623457,35.8767265903,대구광역시 동구 용계동 422,"대구광역시 동구 동촌로 346, 109동 102호(호계동, 우박백자아파트상가)",주사업장,㈜원렌터카,6270000,대구광역시
2019-09-20,053-556-0901,김진용,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,6,47,53,100,"대구광역시 달서구 이곡서로 21, 청우주차빌딩 4F (이곡동)","대구광역시 달서구 이곡서로 21, 청우주차빌딩 4F (이곡동)",128.5448041396,35.8602029381,대구광역시 서구 내당동 410-6,대구광역시 서구 평리로 190(내당동),주사업장,신제이와이렌트카(주),6270000,대구광역시
2019-09-20,053-254-8572,서미선,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,1,58,59,100,"대구광역시 동구 첨단로8길 5 드림타워(4F, 신서동 1147-1)","대구광역시 동구 첨단로8길 5 드림타워(4F, 신서동 1147-1)",128.604234,35.8594635040,대구광역시 중구 대봉동 43-21,"대구광역시 중구 동덕로 49, 5층(대봉동)",주사업장,㈜제이렌터카,6270000,대구광역시
2019-09-20,053-756-8842,정성엽,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,0,73,73,100,대구광역시 달성군 구지면 내리 840-2,대구광역시 달성군 구지면 내리 840-2,128.5893179747,35.8998131696,대구광역시 북구 침산동 670,대구광역시 북구 침산로 264(침산동),주사업장,㈜대신렌트카,6270000,대구광역시
2019-09-20,053-981-9990,정영호,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,5,50,55,100,대구광역시 동구 동촌로 321-4(신평동),대구광역시 동구 동촌로 321-4(신평동),128.675194,35.8788037002,대구광역시 동구 신평동 780-52,대구광역시 동구 동촌로 321-4(신평동),주사업장,(주)한누리렌트카,6270000,대구광역시
2019-09-20,053-257-3003,금영춘,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,37,135,172,100,"대구광역시 달성군 논공읍 금포리 1857, 1860","대구광역시 달성군 논공읍 금포리 1857, 1860",128.530028,35.8441457533,대구광역시 달서구 장기동 817-2,대구광역시 달서구 장기로 276(장기동),주사업장,(주)하나에스렌트카,6270000,대구광역시
2019-09-20,053-941-7111,신동열,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,4,164,168,100,대구광역시 수성구 유니버시아드로 316(욱수동 391-2),대구광역시 수성구 유니버시아드로 316(욱수동 391-2),128.624112,35.8532845760,대구광역시 수성구 범어동 774-72,대구광역시 수성구 명덕로 494-4(범어동 774-72),주사업장,(주)하나렌트카,6270000,대구광역시
2019-09-20,053-766-1100,윤영대,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,0,5,6,100,대구광역시 중구 달성로26길 35(도원동),대구광역시 중구 달성로26길 35(도원동),128.6189439867,35.8127743898,대구광역시 수성구 파동 236-2,"대구광역시 수성구 파동로22길 24, 4층(파동)",주사업장,㈜요카렌트카,6270000,대구광역시
2019-09-20,053-767-5353,신만희,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,9,42,51,100,"대구광역시 달성군 위천리 22-2, 22-4","대구광역시 달성군 위천리 22-2, 22-4",128.6174985028,35.8468715666,대구광역시 수성구 황금동 757-1,대구광역시 수성구 희망로 169-1(황금동),주사업장,(주)콜렌트카,6270000,대구광역시
2019-09-20,053-567-0021,이강필,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,11,161,172,100,대구광역시 서구 서대구로33길 2,대구광역시 서구 서대구로33길 2,128.554466,35.8726551321,대구광역시 서구 평리동 1493-6,대구광역시 서구 서대구로33길 2,주사업장,(주)지티렌트카,6270000,대구광역시
2019-09-20,053-527-4200,권종범,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,1,51,52,100,대구광역시 달서구 이곡동 1213-4 풍년주차빌딩 3층,대구광역시 달서구 이곡동 1213-4 풍년주차빌딩 3층,128.5533611491,35.8929664554,대구광역시 북구 노원동3가 522,대구광역시 북구 팔달로15-1(노원동3가),주사업장,(주)중앙렌트카,6270000,대구광역시
2019-09-20,053-264-7100,이정애,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,1,41,42,100,경상북도 경산시 남산면 상대리 575,경상북도 경산시 남산면 상대리 575,128.597654,35.8748636113,"대구광역시 중구 태평로1가 1-187,(상가-206,태평라이프아파트)","대구광역시 중구 태평로 177(태평로1가, 상가-206,태평라이프아파트)",주사업장,(주)인스렌터카,6270000,대구광역시
2019-09-20,053-351-5000,최오원,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,32,267,299,100,"대구광역시 달서구 이곡서로 21, 정유료주차장(이곡동)","대구광역시 달서구 이곡서로 21, 정유료주차장(이곡동)",128.5732066120,35.888267,대구광역시 북구 노원동2가 282-1,대구광역시 북구 팔달로 215(노원동2가),주사업장,(주)이렌트카,6270000,대구광역시
2019-09-20,053-745-8778,안경화,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,2,49,51,100,대구광역시 동구 중대동 814-1,대구광역시 동구 중대동 814-1,128.6188745977,35.8492284432,대구광역시 수성구 황금동 720-3,"대구광역시 수성구 들안로42길 38, 101호(황금동)",주사업장,(주)원츠,6270000,대구광역시
2019-09-20,053-635-0088,최종철,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,10,135,145,100,대구광역시 달성군 하빈면 봉촌리 578,대구광역시 달성군 하빈면 봉촌리 578,128.5168304745,35.8108299147,대구광역시 달서구 진천동 790-8,대구광역시 달서구 월배로 8(진천동),주사업장,(주)우리렌트카,6270000,대구광역시
2019-09-20,053-475-2332,장효숙,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,1,95,96,100,대구광역시 달성군 하빈면 하산길 45-19(하산리 854),대구광역시 달성군 하빈면 하산길 45-19(하산리 854),128.5938902838,35.844767,대구광역시 남구 봉덕동 545-5,"대구광역시 남구 봉덕로 32, 2층(봉덕동)",주사업장,(주)온누리렌트카,6270000,대구광역시
2019-09-20,053-584-5858,허진호,없음,명절,21:00,13:00,21:00,13:00,21:00,09:00,250000,300000,120000,100000,70000,60000,50000,0,0,5,58,63,100,대구광역시 북구 산격동 1099-5,대구광역시 북구 산격동 1099-5,128.5344713259,35.8421717226,대구광역시 달서구 장기동 550-12,"대구광역시 달서구 대명천로236,4층(장기동)",주사업장,(주)오토렌트카,6270000,대구광역시
2019-12-24,031-636-8006,,,,,,,,20:00,08:30,,,,,,,,0,0,5,25,30,,경기도 이천시 증포동 146-1,경기도 이천시 이섭대천로 1342,127.452494,37.287942,,경기도 이천시 이섭대천로 1342,영업소,롯데렌탈㈜,4070000,경기도 이천시
2019-12-24,031-897-5228,,,,,,,,00:00,00:00,,,,,,,,0,0,0,13,13,,경기도 이천시 율현동 413,경기도 이천시 율현동 413,127.4513730843,37.2871385297,,경기도 이천시 이섭대천로 1328,영업소,㈜포유,4070000,경기도 이천시
2019-12-24,031-636-5050,,,,,,,,21:00,08:00,,,,,,,,0,0,1,31,32,,경기도 이천시 대월면 송라리 16-2,경기도 이천시 어재연로 10 1-102,127.4430560724,37.2780515084,,경기도 이천시 어재연로 10,영업소,㈜코리아렌트카,4070000,경기도 이천시
2019-12-24,031-643-9905,,,,,,,,00:00,00:00,,,,,,,,0,0,9,116,125,,경기도 이천시 설성면 상봉리 147번지,경기도 이천시 설가로 301번길 85,127.5088427429,37.1634018839,,경기도 이천시 설성면 설가로301번길 85,영업소,㈜카보스렌트카,4070000,경기도 이천시
2019-12-24,031-638-5988,,,,,,,,20:00,08:00,,,,,,,,0,0,1,10,11,,경기도 이천시 호법면 안평리 119-4,경기도 이천시 서희로 72번길 32,127.4449486534,37.2815908735,,경기도 이천시 서희로72번길 32,영업소,㈜제이디렌트카,4070000,경기도 이천시
2019-12-24,070-7091-5011,,,,,,,,00:00,00:00,,,,,,,,0,0,2,133,135,,,경기도 이천시 대월면 대평로 593,127.528009,37.2173696155,,경기도 이천시 대월면 대평로 593,영업소,㈜유카,4070000,경기도 이천시
2019-12-24,031-637-7396,,,,,,,,21:00,09:00,,,,,,,,0,0,1,6,7,,경기도 이천시 호법면 유산리 802-1,경기도 이천시 중부대로 920,127.443715,37.2850264652,,경기도 이천시 향교로57번길 7,영업소,㈜에이제이렌트카,4070000,경기도 이천시
2019-12-24,031-631-7008,,,,,,,,00:00,00:00,,,,,,,,0,0,1,35,36,,경기도 이천시 안흥동 172번지,경기도 이천시 애련정로 3,127.459262,37.2770814765,,경기도 이천시 애련정로 3,주사업장,㈜씨엔씨,4070000,경기도 이천시
2019-12-24,031-638-5656,,,,,,,,18:00,09:00,,,,,,,,0,0,0,17,17,,경기도 이천시 대월면 초지리 166-1번지,경기도 이천시 대월로 915,127.4959132581,37.2363726810,,경기도 이천시 대월면 대월로 915,영업소,㈜미래렌트카,4070000,경기도 이천시
2019-12-24,031-636-3444,,,,,,,,20:00,08:30,,,,,,,,0,0,0,20,20,,경기도 이천시 대월면 사동리 107번지,경기도 이천시 대월로 925-1,127.495658,37.2372964312,,경기도 이천시 대월면 대월로 925-1,영업소,㈜가가렌트카,4070000,경기도 이천시
2019-12-24,031-633-9991,,,,,,,,20:00,08:00,,,,,,,,0,0,0,6,6,,경기도 이천시 부발읍 가산리 182-5,경기도 이천시 황무로 2065번길 72-211,127.4568848218,37.2960195622,,경기도 이천시 이섭대천로 1437,영업소,(자)기풍렌트가,4070000,경기도 이천시
2019-12-24,031-633-9991,,,,,,,,20:00,08:00,,,,,,,,0,0,1,6,7,,경기도 이천시 부발읍 신하리 532-5,경기도 이천시  신아로 3,127.481653,37.2590257636,,경기도 이천시 부발읍 신아로 3,영업소,(자)기풍렌트가,4070000,경기도 이천시
2019-07-01,02-308-1511,김미숙,,연중무휴,18:00,10:00,18:00,10:00,18:00,10:00,,,,,,,,0,0,3,55,58,,서울특별시 양천구 신월동 170-6,서울특별시 양천구 남부순환로 380-1(신월동),126.9161015,37.60882566,서울특별시 은평구 역촌동 8-15 403호,서울특별시 은평구 연서로 110 403호 (역촌동),주사업장,㈜가야렌트카,3110000,서울특별시 은평구
2019-07-01,02-375-9990,김지훈,http://worldcuprentcar.kobes.kr/,연중무휴,20:00,08:00,20:00,08:00,20:00,08:00,398000,220000,195000,267000,160000,110000,94000,0,0,4,101,105,,서울특별시 영등포구 영등포동4가 123,서울특별시 영등포구 영등포로34길 9,126.8987271,37.57962474,서울특별시 은평구 수색동 75 1층 123호,서울특별시 은평구 수색로 217 1층 123호 (수색동),주사업장,㈜에듀카레져,3110000,서울특별시 은평구
2019-07-01,1566-9600,이광만,http://www.bumarentcar.co.kr,연중무휴,18:30,09:00,18:30,09:00,18:30,09:00,466000,0,200000,267000,175000,95000,95000,0,0,5,126,131,,서울특별시 용산구 서계동 276-5,서울특별시 용산구 효창원로104가길 16,126.9371597,37.60062833,서울특별시 은평구 녹번동 276,서울특별시 은평구 통일로 590 (녹번동),주사업장,㈜범아렌트카,3110000,서울특별시 은평구
2019-08-26,02-2677-3348,정석봉,,,,,,,20:00,8:00,,,,,,,,0,0,0,50,50,650,,서울특별시 서초구 양재동 255번지 외 3필지,126.8758845,37.505478,,"서울특별시 구로구 구로중앙로 229, 1층 23호(구로동)",주사업장,㈜바른렌트카,3160000,서울특별시 구로구
2019-08-26,070-8158-2008,고성준,,,,,,,20:00,9:00,,,,,,,,0,0,0,58,58,1040,,서울특별시 마포구 증산로 87,126.87265,37.4958378,,"서울특별시 구로구 구일로10길 27, 비동 1204호",주사업장,㈜광야렌탈,3160000,서울특별시 구로구
2019-08-26,053-766-1100,이현정,,,,,,,20:00,8:00,,,,,,,,0,0,0,87,87,1200,,서울특별시 중랑구 동일로 109길 35,126.8931959,37.4870172,,"서울특별시 구로구 디지털로33길 55, 702호(이앤씨벤처드림타워2차)",주사업장,㈜픽스렌트카,3160000,서울특별시 구로구
2019-08-26,1661-0708,이응윤,,,,,,,18:00,9:00,,,,,,,,0,0,25,1024,1049,4392,,서울특별시 양천구 남부순환로 380-1,126.8894131,37.495906,,"서울특별시 구로구 가마산로 263, 6층",주사업장,㈜아스타렌트카,3160000,서울특별시 구로구
2019-08-26,1800-9601,서동균,,,,,,,21:00,9:00,,,,,,,,0,0,2,141,143,4099.9,,서울특별시 서초구 양재동 255번지 외 3필지,126.8945053,37.487241,,"서울특별시 구로구 디지털로33길 48, 505-55호",주사업장,수렌트카㈜,3160000,서울특별시 구로구
2019-08-26,02-1611-4447,김정근,,,,,,,18:30,9:30,,,,,,,,0,0,3,325,328,3120,,서울특별시 용산구 원효로97길 50,126.833083,37.491425,,"서울특별시 구로구 경인로 98, 2층",주사업장,㈜퍼스트더원,3160000,서울특별시 구로구
2019-08-26,02-1577-6202,엄은정,,,,,,,18:00,9:00,,,,,,,,0,0,0,94,94,1495,,인천광역시 계양구 방축로 21,126.893288,37.485974,,"서울특별시 구로구 디지털로31길 38-9, 409호",주사업장,㈜렌트존,3160000,서울특별시 구로구
2019-08-26,02-2637-5454,정석봉,,,,,,,20:00,8:00,,,,,,,,0,0,47,277,324,2459,,서울특별시 성북구 보문로 168,126.873696,37.505478,,서울특별시 구로구 구로중앙로 229 1층 11호,주사업장,효성렌트카㈜,3160000,서울특별시 구로구
2019-08-26,02-3286-3031,박기동,,,,,,,21:00,9:00,,,,,,,,0,0,1,50,51,771,서울특별시 서초구 양재동 225외,서울특별시 서초구 양재대로12길 25,126.8608427,37.504091,,서울특별시 구로구 경서로 83,주사업장,㈜참존렌트카,3160000,서울특별시 구로구
2019-08-26,02-2612-1133,김상해,,,,,,,19:00,8:30,,,,,,,,0,0,6,50,56,977,,충청남도 천안시 서북구 성환읍 각금2길 128,126.860744,37.500193,,서울특별시 구로구 중앙로3길 12 401호,주사업장,㈜하이카세상,3160000,서울특별시 구로구
2019-04-01,061-685-7700,,,,,,,,18:00,09:00,,,,,,,,0,0,2,13,15,,전라남도 여수시 주삼동 750-4,,127.6609435,34.7670212,,"전라남도 여수시 박람회길 24-24, 101호(덕충동)",영업소,㈜제일렌트카,4810000,전라남도 여수시
2019-04-01,000-000-0000,,,,,,,,18:00,09:00,,,,,,,,0,0,4,86,90,,전라남도 여수시 오림동 404-3,,127.7131532,34.7574706,전라남도 여수시 오림동 404-3,전라남도 여수시 오림동 404-3,영업소,㈜쏘카,4810000,전라남도 여수시
2019-04-01,000-000-0000,,,,,,,,18:00,09:00,,,,,,,,0,0,0,7,7,,,전라남도 여수시 소라면 죽림중앙로 7-25,127.634362719,34.7611521226,,전라남도 여수시 좌수영로 962-12(봉계동),영업소,(유)제일렌트카,4810000,전라남도 여수시
2019-04-01,061-665-5402,,,,,,,,18:00,09:00,,,,,,,,0,0,1,14,15,,전라남도 여수시 오림동 382-9,,127.7167502,34.7589820,,전라남도 여수시 동문로 153-1(공화동),영업소,㈜중부,4810000,전라남도 여수시
2019-04-01,061-651-8803,,,,,,,,18:00,09:00,,,,,,,,0,0,1,4,5,,,전라남도 여수시 봉산남8길 17-7,127.7235725,34.7315534,,전라남도 여수시 여서2로 32-3(여서동),영업소,영일산업㈜,4810000,전라남도 여수시
2019-04-01,061-654-7533,,,,,,,,18:00,09:00,,,,,,,,0,0,0,13,13,,,전라남도 여수시 둔덕6길 30(둔덕동),127.7007796,34.7691884,,전라남도 여수시 둔덕6길 30(둔덕동),영업소,㈜천하렌트카,4810000,전라남도 여수시
2019-04-01,061-653-4000,,,,,,,,18:00,09:00,,,,,,,,0,0,2,18,20,,전라남도 여수시 관문동 391,,127.707613,34.7505917,,전라남도 여수시 여서동6길 33(여서동),영업소,(유)고려렌트카 엑스포,4810000,전라남도 여수시
2019-04-01,061-684-1689,,,,,,,,18:00,09:00,,,,,,,,0,0,1,21,22,,전라남도 여수시 만흥동 263-2,,127.7416854,34.7756367,,전라남도 여수시 성산6길 51-1(화장동),영업소,(유)고려렌트카 여수,4810000,전라남도 여수시
2019-04-01,061-692-4599,,,,,,,,18:00,09:00,,,,,,,,0,0,0,2,2,,전라남도 여수시 선원동 728,,127.6663238,34.782579,,전라남도 여수시 좌수영로 945(여천동),영업소,㈜레드캡투어,4810000,전라남도 여수시
2019-04-01,061-691-1919,,,,,,,,18:00,09:00,,,,,,,,0,0,3,12,15,,,전라남도 여수시 소라면 관기길 69,127.6220259,34.7505249,,전라남도 여수시 도원로 250(학동),영업소,㈜나라렌트카,4810000,전라남도 여수시
2019-04-01,061-653-4940,,,,,,,,18:00,09:00,,,,,,,,0,0,0,9,9,,전라남도 여수시 미평동 573-13,,127.7043045,34.7679402,,전라남도 여수시 미평10길 32(미평동),영업소,(유)동부렌트카 동여수,4810000,전라남도 여수시
2019-04-01,061-683-8484,,,,,,,,18:00,09:00,,,,,,,,0,0,2,0,2,,전라남도 여수시 봉계동 755,,127.6637839524,34.7846604,,전라남도 여수시 봉계4길 7(봉계동),영업소,(유)동부렌트카 여천,4810000,전라남도 여수시
2019-04-01,000-000-0000,,,,,,,,18:00,09:00,,,,,,,,0,0,0,9,9,,전라남도 여수시 주삼동 692,,127.6523363,34.7445377,,전라남도 여수시 오동도로 37(수정동),영업소,(유)동부렌트카 여수,4810000,전라남도 여수시
2019-04-01,061-683-6699,,,,,,,,18:00,09:00,,,,,,,,0,0,0,14,14,,전라남도 여수시 해산동 265-4,,127.6699776,34.7648876,,전라남도 여수시 쌍봉로 150(신기동),영업소,케이디에프㈜,4810000,전라남도 여수시
2019-04-01,061-686-6040,,,,,,,,18:00,09:00,,,,,,,,0,0,3,20,23,,전라남도 여수시 만흥동 1442-4,,127.6119364,34.8398491,,전라남도 여수시 율촌면 여순로 386,영업소,에이제이렌트카㈜,4810000,전라남도 여수시
2019-04-01,061-642-8000,,,,,,,,18:00,09:00,,,,,,,,0,0,66,617,683,,"전라남도 여수시 돌산읍 평사리 623-1~7, 신덕동 594",,127.7149417,34.7586286,,전라남도 여수시 좌수영로 268(오림동),영업소,롯데렌탈㈜,4810000,전라남도 여수시
2019-04-01,061-641-7818,,,,,,,,18:00,09:00,,,,,,,,0,0,0,5,5,,전라남도 여수시 서교동 42-5,,127.7254261,34.7542406,,전라남도 여수시 연등7길 46(연등동),영업소,㈜에이스투어렌터카 여수,4810000,전라남도 여수시
2019-04-01,061-685-1589,,,,,,,,18:00,09:00,,,,,,,,0,0,2,13,15,,,전라남도 여수시 좌수영로 592(둔덕동),127.6952702,34.7763326,,전라남도 여수시 좌수영로 592(둔덕동),영업소,㈜에이스투어렌터카 전남동부,4810000,전라남도 여수시
2019-04-01,061-651-0083,,,,,,,,18:00,09:00,,,,,,,,0,0,4,10,14,,,전라남도 여수시 오림1길 2(오림동),127.7176646,34.7589472,,전라남도 여수시 오림1길 2(오림동),영업소,(유)아시아렌터카 엑스포영업소,4810000,전라남도 여수시
